,Series_Reference,Period,Data_Value,Status Code,Type,Group,Description
537,CPIQ.SE905101PCCP,2024.03,-6.9,FINAL,Percentage contribution quarterly,Class,Furniture and furnishings
538,CPIQ.SE905101PPCA,2024.03,-0.041,FINAL,Percentage points contribution annual,Class,Furniture and furnishings
539,CPIQ.SE905101PPCP,2024.03,-0.041,FINAL,Percentage points contribution quarterly,Class,Furniture and furnishings
540,CPIQ.SE905102,2024.03,1172.0,FINAL,Main CPI,Class,Carpets and other floor coverings
541,CPIQ.SE905102IPCA,2024.03,-0.05,FINAL,Index point contribution annual,Class,Carpets and other floor coverings
542,CPIQ.SE905102IPCP,2024.03,-0.03,FINAL,Index point contribution quarterly,Class,Carpets and other floor coverings
543,CPIQ.SE905102PCCA,2024.03,-0.1,FINAL,Percentage contribution annual,Class,Carpets and other floor coverings
544,CPIQ.SE905102PCCP,2024.03,-0.4,FINAL,Percentage contribution quarterly,Class,Carpets and other floor coverings
545,CPIQ.SE905102PPCA,2024.03,-0.004,FINAL,Percentage points contribution annual,Class,Carpets and other floor coverings
546,CPIQ.SE905102PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Class,Carpets and other floor coverings
547,CPIQ.SE9051IPCA,2024.03,-0.56,FINAL,Index point contribution annual,Subgroup,"Furniture, furnishings and floor coverings"
548,CPIQ.SE9051IPCP,2024.03,-0.57,FINAL,Index point contribution quarterly,Subgroup,"Furniture, furnishings and floor coverings"
549,CPIQ.SE9051PCCA,2024.03,-1.1,FINAL,Percentage contribution annual,Subgroup,"Furniture, furnishings and floor coverings"
550,CPIQ.SE9051PCCP,2024.03,-7.2,FINAL,Percentage contribution quarterly,Subgroup,"Furniture, furnishings and floor coverings"
551,CPIQ.SE9051PPCA,2024.03,-0.046,FINAL,Percentage points contribution annual,Subgroup,"Furniture, furnishings and floor coverings"
552,CPIQ.SE9051PPCP,2024.03,-0.043,FINAL,Percentage points contribution quarterly,Subgroup,"Furniture, furnishings and floor coverings"
553,CPIQ.SE9052,2024.03,1081.0,FINAL,Main CPI,Subgroup,Household textiles
554,CPIQ.SE905200,2024.03,1081.0,FINAL,Main CPI,Class,Household textiles
555,CPIQ.SE905200IPCA,2024.03,0.02,FINAL,Index point contribution annual,Class,Household textiles
556,CPIQ.SE905200IPCP,2024.03,-0.14,FINAL,Index point contribution quarterly,Class,Household textiles
557,CPIQ.SE905200PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Household textiles
558,CPIQ.SE905200PCCP,2024.03,-1.8,FINAL,Percentage contribution quarterly,Class,Household textiles
559,CPIQ.SE905200PPCA,2024.03,0.002,FINAL,Percentage points contribution annual,Class,Household textiles
560,CPIQ.SE905200PPCP,2024.03,-0.011,FINAL,Percentage points contribution quarterly,Class,Household textiles
561,CPIQ.SE9052IPCA,2024.03,0.02,FINAL,Index point contribution annual,Subgroup,Household textiles
562,CPIQ.SE9052IPCP,2024.03,-0.14,FINAL,Index point contribution quarterly,Subgroup,Household textiles
563,CPIQ.SE9052PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Subgroup,Household textiles
564,CPIQ.SE9052PCCP,2024.03,-1.8,FINAL,Percentage contribution quarterly,Subgroup,Household textiles
565,CPIQ.SE9052PPCA,2024.03,0.002,FINAL,Percentage points contribution annual,Subgroup,Household textiles
566,CPIQ.SE9052PPCP,2024.03,-0.011,FINAL,Percentage points contribution quarterly,Subgroup,Household textiles
567,CPIQ.SE9053,2024.03,1051.0,FINAL,Main CPI,Subgroup,Household appliances
568,CPIQ.SE905301,2024.03,1029.0,FINAL,Main CPI,Class,Major household appliances
569,CPIQ.SE905301IPCA,2024.03,-0.18,FINAL,Index point contribution annual,Class,Major household appliances
570,CPIQ.SE905301IPCP,2024.03,-0.18,FINAL,Index point contribution quarterly,Class,Major household appliances
571,CPIQ.SE905301PCCA,2024.03,-0.4,FINAL,Percentage contribution annual,Class,Major household appliances
572,CPIQ.SE905301PCCP,2024.03,-2.3,FINAL,Percentage contribution quarterly,Class,Major household appliances
573,CPIQ.SE905301PPCA,2024.03,-0.014,FINAL,Percentage points contribution annual,Class,Major household appliances
574,CPIQ.SE905301PPCP,2024.03,-0.014,FINAL,Percentage points contribution quarterly,Class,Major household appliances
575,CPIQ.SE905302,2024.03,1053.0,FINAL,Main CPI,Class,Small electrical household appliances
576,CPIQ.SE905302IPCA,2024.03,0.03,FINAL,Index point contribution annual,Class,Small electrical household appliances
577,CPIQ.SE905302IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Small electrical household appliances
578,CPIQ.SE905302PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Small electrical household appliances
579,CPIQ.SE905302PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Small electrical household appliances
580,CPIQ.SE905302PPCA,2024.03,0.002,FINAL,Percentage points contribution annual,Class,Small electrical household appliances
581,CPIQ.SE905302PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Small electrical household appliances
582,CPIQ.SE905303,2024.03,1399.0,FINAL,Main CPI,Class,Repair and hire of household appliances
583,CPIQ.SE905303IPCA,2024.03,0.01,FINAL,Index point contribution annual,Class,Repair and hire of household appliances
584,CPIQ.SE905303IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Repair and hire of household appliances
585,CPIQ.SE905303PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Repair and hire of household appliances
586,CPIQ.SE905303PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Repair and hire of household appliances
587,CPIQ.SE905303PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Repair and hire of household appliances
588,CPIQ.SE905303PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Repair and hire of household appliances
589,CPIQ.SE9053IPCA,2024.03,-0.14,FINAL,Index point contribution annual,Subgroup,Household appliances
590,CPIQ.SE9053IPCP,2024.03,-0.18,FINAL,Index point contribution quarterly,Subgroup,Household appliances
591,CPIQ.SE9053PCCA,2024.03,-0.3,FINAL,Percentage contribution annual,Subgroup,Household appliances
592,CPIQ.SE9053PCCP,2024.03,-2.3,FINAL,Percentage contribution quarterly,Subgroup,Household appliances
593,CPIQ.SE9053PPCA,2024.03,-0.011,FINAL,Percentage points contribution annual,Subgroup,Household appliances
594,CPIQ.SE9053PPCP,2024.03,-0.014,FINAL,Percentage points contribution quarterly,Subgroup,Household appliances
595,CPIQ.SE9054,2024.03,1190.0,FINAL,Main CPI,Subgroup,"Glassware, tableware and household utensils"
596,CPIQ.SE905400,2024.03,1190.0,FINAL,Main CPI,Class,"Glassware, tableware and household utensils"
597,CPIQ.SE905400IPCA,2024.03,0.34,FINAL,Index point contribution annual,Class,"Glassware, tableware and household utensils"
598,CPIQ.SE905400IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Class,"Glassware, tableware and household utensils"
599,CPIQ.SE905400PCCA,2024.03,0.7,FINAL,Percentage contribution annual,Class,"Glassware, tableware and household utensils"
600,CPIQ.SE905400PCCP,2024.03,0.6,FINAL,Percentage contribution quarterly,Class,"Glassware, tableware and household utensils"
601,CPIQ.SE905400PPCA,2024.03,0.028,FINAL,Percentage points contribution annual,Class,"Glassware, tableware and household utensils"
602,CPIQ.SE905400PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Class,"Glassware, tableware and household utensils"
603,CPIQ.SE9054IPCA,2024.03,0.34,FINAL,Index point contribution annual,Subgroup,"Glassware, tableware and household utensils"
604,CPIQ.SE9054IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Subgroup,"Glassware, tableware and household utensils"
605,CPIQ.SE9054PCCA,2024.03,0.7,FINAL,Percentage contribution annual,Subgroup,"Glassware, tableware and household utensils"
606,CPIQ.SE9054PCCP,2024.03,0.6,FINAL,Percentage contribution quarterly,Subgroup,"Glassware, tableware and household utensils"
607,CPIQ.SE9054PPCA,2024.03,0.028,FINAL,Percentage points contribution annual,Subgroup,"Glassware, tableware and household utensils"
608,CPIQ.SE9054PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Subgroup,"Glassware, tableware and household utensils"
609,CPIQ.SE9055,2024.03,1197.0,FINAL,Main CPI,Subgroup,Tools and equipment for house and garden
610,CPIQ.SE905501,2024.03,1083.0,FINAL,Main CPI,Class,Major tools and equipment for the house and garden
611,CPIQ.SE905501IPCA,2024.03,0.02,FINAL,Index point contribution annual,Class,Major tools and equipment for the house and garden
612,CPIQ.SE905501IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Major tools and equipment for the house and garden
613,CPIQ.SE905501PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Major tools and equipment for the house and garden
614,CPIQ.SE905501PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Major tools and equipment for the house and garden
615,CPIQ.SE905501PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Major tools and equipment for the house and garden
616,CPIQ.SE905501PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Major tools and equipment for the house and garden
617,CPIQ.SE905502,2024.03,1267.0,FINAL,Main CPI,Class,Small tools and accessories for the house and gard
618,CPIQ.SE905502IPCA,2024.03,0.23,FINAL,Index point contribution annual,Class,Small tools and accessories for the house and gard
619,CPIQ.SE905502IPCP,2024.03,0.04,FINAL,Index point contribution quarterly,Class,Small tools and accessories for the house and gard
620,CPIQ.SE905502PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Small tools and accessories for the house and gard
621,CPIQ.SE905502PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Class,Small tools and accessories for the house and gard
622,CPIQ.SE905502PPCA,2024.03,0.018,FINAL,Percentage points contribution annual,Class,Small tools and accessories for the house and gard
623,CPIQ.SE905502PPCP,2024.03,0.003,FINAL,Percentage points contribution quarterly,Class,Small tools and accessories for the house and gard
624,CPIQ.SE9055IPCA,2024.03,0.24,FINAL,Index point contribution annual,Subgroup,Tools and equipment for house and garden
625,CPIQ.SE9055IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Subgroup,Tools and equipment for house and garden
626,CPIQ.SE9055PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Subgroup,Tools and equipment for house and garden
627,CPIQ.SE9055PCCP,2024.03,0.6,FINAL,Percentage contribution quarterly,Subgroup,Tools and equipment for house and garden
628,CPIQ.SE9055PPCA,2024.03,0.02,FINAL,Percentage points contribution annual,Subgroup,Tools and equipment for house and garden
629,CPIQ.SE9055PPCP,2024.03,0.003,FINAL,Percentage points contribution quarterly,Subgroup,Tools and equipment for house and garden
630,CPIQ.SE9056,2024.03,1296.0,FINAL,Main CPI,Subgroup,Other household supplies and services
631,CPIQ.SE905601,2024.03,1224.0,FINAL,Main CPI,Class,Cleaning products and other household supplies
632,CPIQ.SE905601IPCA,2024.03,0.07,FINAL,Index point contribution annual,Class,Cleaning products and other household supplies
633,CPIQ.SE905601IPCP,2024.03,0.03,FINAL,Index point contribution quarterly,Class,Cleaning products and other household supplies
634,CPIQ.SE905601PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Cleaning products and other household supplies
635,CPIQ.SE905601PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Class,Cleaning products and other household supplies
636,CPIQ.SE905601PPCA,2024.03,0.005,FINAL,Percentage points contribution annual,Class,Cleaning products and other household supplies
637,CPIQ.SE905601PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Class,Cleaning products and other household supplies
638,CPIQ.SE905602,2024.03,1420.0,FINAL,Main CPI,Class,Other household services
639,CPIQ.SE905602IPCA,2024.03,0.23,FINAL,Index point contribution annual,Class,Other household services
640,CPIQ.SE905602IPCP,2024.03,0.08,FINAL,Index point contribution quarterly,Class,Other household services
641,CPIQ.SE905602PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Other household services
642,CPIQ.SE905602PCCP,2024.03,1.0,FINAL,Percentage contribution quarterly,Class,Other household services
643,CPIQ.SE905602PPCA,2024.03,0.019,FINAL,Percentage points contribution annual,Class,Other household services
644,CPIQ.SE905602PPCP,2024.03,0.006,FINAL,Percentage points contribution quarterly,Class,Other household services
645,CPIQ.SE9056IPCA,2024.03,0.3,FINAL,Index point contribution annual,Subgroup,Other household supplies and services
646,CPIQ.SE9056IPCP,2024.03,0.11,FINAL,Index point contribution quarterly,Subgroup,Other household supplies and services
647,CPIQ.SE9056PCCA,2024.03,0.6,FINAL,Percentage contribution annual,Subgroup,Other household supplies and services
648,CPIQ.SE9056PCCP,2024.03,1.4,FINAL,Percentage contribution quarterly,Subgroup,Other household supplies and services
649,CPIQ.SE9056PPCA,2024.03,0.024,FINAL,Percentage points contribution annual,Subgroup,Other household supplies and services
650,CPIQ.SE9056PPCP,2024.03,0.009,FINAL,Percentage points contribution quarterly,Subgroup,Other household supplies and services
651,CPIQ.SE905IPCA,2024.03,0.21,FINAL,Index point contribution annual,Group,Household contents and services
652,CPIQ.SE905IPCP,2024.03,-0.69,FINAL,Index point contribution quarterly,Group,Household contents and services
653,CPIQ.SE905PCCA,2024.03,0.4,FINAL,Percentage contribution annual,Group,Household contents and services
654,CPIQ.SE905PCCP,2024.03,-8.7,FINAL,Percentage contribution quarterly,Group,Household contents and services
655,CPIQ.SE905PPCA,2024.03,0.017,FINAL,Percentage points contribution annual,Group,Household contents and services
656,CPIQ.SE905PPCP,2024.03,-0.052,FINAL,Percentage points contribution quarterly,Group,Household contents and services
657,CPIQ.SE906,2024.03,1189.0,FINAL,Main CPI,Group,Health
658,CPIQ.SE9061,2024.03,968.0,FINAL,Main CPI,Subgroup,"Medical products, appliances and equipment"
659,CPIQ.SE906101,2024.03,904.0,FINAL,Main CPI,Class,Pharmaceutical products
660,CPIQ.SE906101IPCA,2024.03,-0.96,FINAL,Index point contribution annual,Class,Pharmaceutical products
661,CPIQ.SE906101IPCP,2024.03,-0.05,FINAL,Index point contribution quarterly,Class,Pharmaceutical products
662,CPIQ.SE906101PCCA,2024.03,-1.9,FINAL,Percentage contribution annual,Class,Pharmaceutical products
663,CPIQ.SE906101PCCP,2024.03,-0.7,FINAL,Percentage contribution quarterly,Class,Pharmaceutical products
664,CPIQ.SE906101PPCA,2024.03,-0.078,FINAL,Percentage points contribution annual,Class,Pharmaceutical products
665,CPIQ.SE906101PPCP,2024.03,-0.004,FINAL,Percentage points contribution quarterly,Class,Pharmaceutical products
666,CPIQ.SE906102,2024.03,1097.0,FINAL,Main CPI,Class,Other medical products
667,CPIQ.SE906102IPCA,2024.03,0.01,FINAL,Index point contribution annual,Class,Other medical products
668,CPIQ.SE906102IPCP,2024.03,-0.01,FINAL,Index point contribution quarterly,Class,Other medical products
669,CPIQ.SE906102PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Other medical products
670,CPIQ.SE906102PCCP,2024.03,-0.1,FINAL,Percentage contribution quarterly,Class,Other medical products
671,CPIQ.SE906102PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Other medical products
672,CPIQ.SE906102PPCP,2024.03,-0.001,FINAL,Percentage points contribution quarterly,Class,Other medical products
673,CPIQ.SE906103,2024.03,1073.0,FINAL,Main CPI,Class,Therapeutic appliances and equipment
674,CPIQ.SE906103IPCA,2024.03,0.11,FINAL,Index point contribution annual,Class,Therapeutic appliances and equipment
675,CPIQ.SE906103IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Therapeutic appliances and equipment
676,CPIQ.SE906103PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Therapeutic appliances and equipment
677,CPIQ.SE906103PCCP,2024.03,-0.1,FINAL,Percentage contribution quarterly,Class,Therapeutic appliances and equipment
678,CPIQ.SE906103PPCA,2024.03,0.009,FINAL,Percentage points contribution annual,Class,Therapeutic appliances and equipment
679,CPIQ.SE906103PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Therapeutic appliances and equipment
680,CPIQ.SE9061IPCA,2024.03,-0.84,FINAL,Index point contribution annual,Subgroup,"Medical products, appliances and equipment"
681,CPIQ.SE9061IPCP,2024.03,-0.07,FINAL,Index point contribution quarterly,Subgroup,"Medical products, appliances and equipment"
682,CPIQ.SE9061PCCA,2024.03,-1.7,FINAL,Percentage contribution annual,Subgroup,"Medical products, appliances and equipment"
683,CPIQ.SE9061PCCP,2024.03,-0.8,FINAL,Percentage contribution quarterly,Subgroup,"Medical products, appliances and equipment"
684,CPIQ.SE9061PPCA,2024.03,-0.068,FINAL,Percentage points contribution annual,Subgroup,"Medical products, appliances and equipment"
685,CPIQ.SE9061PPCP,2024.03,-0.005,FINAL,Percentage points contribution quarterly,Subgroup,"Medical products, appliances and equipment"
686,CPIQ.SE9062,2024.03,1260.0,FINAL,Main CPI,Subgroup,Out-patient services
687,CPIQ.SE906201,2024.03,1182.0,FINAL,Main CPI,Class,Medical services
688,CPIQ.SE906201IPCA,2024.03,0.94,FINAL,Index point contribution annual,Class,Medical services
689,CPIQ.SE906201IPCP,2024.03,0.14,FINAL,Index point contribution quarterly,Class,Medical services
690,CPIQ.SE906201PCCA,2024.03,1.9,FINAL,Percentage contribution annual,Class,Medical services
691,CPIQ.SE906201PCCP,2024.03,1.7,FINAL,Percentage contribution quarterly,Class,Medical services
692,CPIQ.SE906201PPCA,2024.03,0.076,FINAL,Percentage points contribution annual,Class,Medical services
693,CPIQ.SE906201PPCP,2024.03,0.01,FINAL,Percentage points contribution quarterly,Class,Medical services
694,CPIQ.SE906202,2024.03,1383.0,FINAL,Main CPI,Class,Dental services
695,CPIQ.SE906202IPCA,2024.03,1.19,FINAL,Index point contribution annual,Class,Dental services
696,CPIQ.SE906202IPCP,2024.03,0.61,FINAL,Index point contribution quarterly,Class,Dental services
697,CPIQ.SE906202PCCA,2024.03,2.4,FINAL,Percentage contribution annual,Class,Dental services
698,CPIQ.SE906202PCCP,2024.03,7.7,FINAL,Percentage contribution quarterly,Class,Dental services
699,CPIQ.SE906202PPCA,2024.03,0.097,FINAL,Percentage points contribution annual,Class,Dental services
700,CPIQ.SE906202PPCP,2024.03,0.046,FINAL,Percentage points contribution quarterly,Class,Dental services
701,CPIQ.SE906203,2024.03,1267.0,FINAL,Main CPI,Class,Paramedical services
702,CPIQ.SE906203IPCA,2024.03,0.04,FINAL,Index point contribution annual,Class,Paramedical services
703,CPIQ.SE906203IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Paramedical services
704,CPIQ.SE906203PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Paramedical services
705,CPIQ.SE906203PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Paramedical services
706,CPIQ.SE906203PPCA,2024.03,0.003,FINAL,Percentage points contribution annual,Class,Paramedical services
707,CPIQ.SE906203PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Paramedical services
708,CPIQ.SE9062IPCA,2024.03,2.17,FINAL,Index point contribution annual,Subgroup,Out-patient services
709,CPIQ.SE9062IPCP,2024.03,0.75,FINAL,Index point contribution quarterly,Subgroup,Out-patient services
710,CPIQ.SE9062PCCA,2024.03,4.4,FINAL,Percentage contribution annual,Subgroup,Out-patient services
711,CPIQ.SE9062PCCP,2024.03,9.4,FINAL,Percentage contribution quarterly,Subgroup,Out-patient services
712,CPIQ.SE9062PPCA,2024.03,0.176,FINAL,Percentage points contribution annual,Subgroup,Out-patient services
713,CPIQ.SE9062PPCP,2024.03,0.057,FINAL,Percentage points contribution quarterly,Subgroup,Out-patient services
714,CPIQ.SE9063,2024.03,1449.0,FINAL,Main CPI,Subgroup,Hospital services
715,CPIQ.SE906300,2024.03,1449.0,FINAL,Main CPI,Class,Hospital services
716,CPIQ.SE906300IPCA,2024.03,0.88,FINAL,Index point contribution annual,Class,Hospital services
717,CPIQ.SE906300IPCP,2024.03,0.16,FINAL,Index point contribution quarterly,Class,Hospital services
718,CPIQ.SE906300PCCA,2024.03,1.8,FINAL,Percentage contribution annual,Class,Hospital services
719,CPIQ.SE906300PCCP,2024.03,2.0,FINAL,Percentage contribution quarterly,Class,Hospital services
720,CPIQ.SE906300PPCA,2024.03,0.072,FINAL,Percentage points contribution annual,Class,Hospital services
721,CPIQ.SE906300PPCP,2024.03,0.012,FINAL,Percentage points contribution quarterly,Class,Hospital services
722,CPIQ.SE9063IPCA,2024.03,0.88,FINAL,Index point contribution annual,Subgroup,Hospital services
723,CPIQ.SE9063IPCP,2024.03,0.16,FINAL,Index point contribution quarterly,Subgroup,Hospital services
724,CPIQ.SE9063PCCA,2024.03,1.8,FINAL,Percentage contribution annual,Subgroup,Hospital services
725,CPIQ.SE9063PCCP,2024.03,2.0,FINAL,Percentage contribution quarterly,Subgroup,Hospital services
726,CPIQ.SE9063PPCA,2024.03,0.072,FINAL,Percentage points contribution annual,Subgroup,Hospital services
727,CPIQ.SE9063PPCP,2024.03,0.012,FINAL,Percentage points contribution quarterly,Subgroup,Hospital services
728,CPIQ.SE906IPCA,2024.03,2.21,FINAL,Index point contribution annual,Group,Health
729,CPIQ.SE906IPCP,2024.03,0.84,FINAL,Index point contribution quarterly,Group,Health
730,CPIQ.SE906PCCA,2024.03,4.5,FINAL,Percentage contribution annual,Group,Health
731,CPIQ.SE906PCCP,2024.03,10.6,FINAL,Percentage contribution quarterly,Group,Health
732,CPIQ.SE906PPCA,2024.03,0.18,FINAL,Percentage points contribution annual,Group,Health
733,CPIQ.SE906PPCP,2024.03,0.064,FINAL,Percentage points contribution quarterly,Group,Health
734,CPIQ.SE907,2024.03,1268.0,FINAL,Main CPI,Group,Transport
735,CPIQ.SE9071,2024.03,1082.0,FINAL,Main CPI,Subgroup,Purchase of vehicles
736,CPIQ.SE907101,2024.03,996.0,FINAL,Main CPI,Class,Purchase of new motor cars
737,CPIQ.SE907101IPCA,2024.03,0.18,FINAL,Index point contribution annual,Class,Purchase of new motor cars
738,CPIQ.SE907101IPCP,2024.03,-0.88,FINAL,Index point contribution quarterly,Class,Purchase of new motor cars
739,CPIQ.SE907101PCCA,2024.03,0.4,FINAL,Percentage contribution annual,Class,Purchase of new motor cars
740,CPIQ.SE907101PCCP,2024.03,-11.1,FINAL,Percentage contribution quarterly,Class,Purchase of new motor cars
741,CPIQ.SE907101PPCA,2024.03,0.015,FINAL,Percentage points contribution annual,Class,Purchase of new motor cars
742,CPIQ.SE907101PPCP,2024.03,-0.067,FINAL,Percentage points contribution quarterly,Class,Purchase of new motor cars
743,CPIQ.SE907102,2024.03,1151.0,FINAL,Main CPI,Class,Purchase of second-hand motor cars
744,CPIQ.SE907102IPCA,2024.03,0.07,FINAL,Index point contribution annual,Class,Purchase of second-hand motor cars
745,CPIQ.SE907102IPCP,2024.03,0.1,FINAL,Index point contribution quarterly,Class,Purchase of second-hand motor cars
746,CPIQ.SE907102PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Purchase of second-hand motor cars
747,CPIQ.SE907102PCCP,2024.03,1.3,FINAL,Percentage contribution quarterly,Class,Purchase of second-hand motor cars
748,CPIQ.SE907102PPCA,2024.03,0.005,FINAL,Percentage points contribution annual,Class,Purchase of second-hand motor cars
749,CPIQ.SE907102PPCP,2024.03,0.008,FINAL,Percentage points contribution quarterly,Class,Purchase of second-hand motor cars
750,CPIQ.SE907103,2024.03,1074.0,FINAL,Main CPI,Class,Purchase of motorcycles
751,CPIQ.SE907103IPCA,2024.03,0.0,FINAL,Index point contribution annual,Class,Purchase of motorcycles
752,CPIQ.SE907103IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Purchase of motorcycles
753,CPIQ.SE907103PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Purchase of motorcycles
754,CPIQ.SE907103PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Purchase of motorcycles
755,CPIQ.SE907103PPCA,2024.03,0.0,FINAL,Percentage points contribution annual,Class,Purchase of motorcycles
756,CPIQ.SE907103PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Purchase of motorcycles
757,CPIQ.SE907104,2024.03,1227.0,FINAL,Main CPI,Class,Purchase of bicycles
758,CPIQ.SE907104IPCA,2024.03,-0.03,FINAL,Index point contribution annual,Class,Purchase of bicycles
759,CPIQ.SE907104IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Purchase of bicycles
760,CPIQ.SE907104PCCA,2024.03,-0.1,FINAL,Percentage contribution annual,Class,Purchase of bicycles
761,CPIQ.SE907104PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Purchase of bicycles
762,CPIQ.SE907104PPCA,2024.03,-0.003,FINAL,Percentage points contribution annual,Class,Purchase of bicycles
763,CPIQ.SE907104PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Purchase of bicycles
764,CPIQ.SE9071IPCA,2024.03,0.22,FINAL,Index point contribution annual,Subgroup,Purchase of vehicles
765,CPIQ.SE9071IPCP,2024.03,-0.78,FINAL,Index point contribution quarterly,Subgroup,Purchase of vehicles
766,CPIQ.SE9071PCCA,2024.03,0.4,FINAL,Percentage contribution annual,Subgroup,Purchase of vehicles
767,CPIQ.SE9071PCCP,2024.03,-9.7,FINAL,Percentage contribution quarterly,Subgroup,Purchase of vehicles
768,CPIQ.SE9071PPCA,2024.03,0.018,FINAL,Percentage points contribution annual,Subgroup,Purchase of vehicles
769,CPIQ.SE9071PPCP,2024.03,-0.058,FINAL,Percentage points contribution quarterly,Subgroup,Purchase of vehicles
770,CPIQ.SE9072,2024.03,1401.0,FINAL,Main CPI,Subgroup,Private transport supplies and services
771,CPIQ.SE907201,2024.03,1301.0,FINAL,Main CPI,Class,Vehicle parts and accessories
772,CPIQ.SE907201IPCA,2024.03,0.42,FINAL,Index point contribution annual,Class,Vehicle parts and accessories
773,CPIQ.SE907201IPCP,2024.03,0.03,FINAL,Index point contribution quarterly,Class,Vehicle parts and accessories
774,CPIQ.SE907201PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Class,Vehicle parts and accessories
775,CPIQ.SE907201PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Class,Vehicle parts and accessories
776,CPIQ.SE907201PPCA,2024.03,0.034,FINAL,Percentage points contribution annual,Class,Vehicle parts and accessories
777,CPIQ.SE907201PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Class,Vehicle parts and accessories
778,CPIQ.SE907202,2024.03,1469.0,FINAL,Main CPI,Class,Petrol
779,CPIQ.SE907202IPCA,2024.03,5.82,FINAL,Index point contribution annual,Class,Petrol
780,CPIQ.SE907202IPCP,2024.03,-1.26,FINAL,Index point contribution quarterly,Class,Petrol
781,CPIQ.SE907202PCCA,2024.03,11.8,FINAL,Percentage contribution annual,Class,Petrol
782,CPIQ.SE907202PCCP,2024.03,-15.9,FINAL,Percentage contribution quarterly,Class,Petrol
783,CPIQ.SE907202PPCA,2024.03,0.474,FINAL,Percentage points contribution annual,Class,Petrol
784,CPIQ.SE907202PPCP,2024.03,-0.095,FINAL,Percentage points contribution quarterly,Class,Petrol
785,CPIQ.SE907203,2024.03,1767.0,FINAL,Main CPI,Class,Other vehicle fuels and lubricants
786,CPIQ.SE907203IPCA,2024.03,-0.17,FINAL,Index point contribution annual,Class,Other vehicle fuels and lubricants
787,CPIQ.SE907203IPCP,2024.03,-0.17,FINAL,Index point contribution quarterly,Class,Other vehicle fuels and lubricants
788,CPIQ.SE907203PCCA,2024.03,-0.3,FINAL,Percentage contribution annual,Class,Other vehicle fuels and lubricants
789,CPIQ.SE907203PCCP,2024.03,-2.1,FINAL,Percentage contribution quarterly,Class,Other vehicle fuels and lubricants
790,CPIQ.SE907203PPCA,2024.03,-0.013,FINAL,Percentage points contribution annual,Class,Other vehicle fuels and lubricants
